Company,rating,reviewer,review_text
HomeLane,5,Aaditya Sharma,"The home looks beautiful now. There was some minor finishing issues intialy, which were later resolved"
HomeLane,5,Rudra Raghuvanshi,"Happy with the final result, but wished the designer had shown us a few more options early on"
HomeLane,5,Manya Patel,"Project completed  professionally. Mr.Nandan ,Shivani and Simar have guided us very well and they have timely handover the project to us..."
HomeLane,5,Rajnish Garg,"HomeLane does not only help with design—they did the false ceiling, lights, fans, decor and furniture. A full end-to-end interior solution. Perfect for people like me who do not want the hassle of coordinating with different people."
HomeLane,5,Ayush Gupta,"This company is Fraud. Never trust them. They will make you fool everyday after taking the money. They will only answer your calls till the time they have not taken the money. After you pay your money, thier way of talking changes towards you. Don't get trapped in their fraud and scam. I have been a big victim of them."
HomeLane,5,Laxman Rohokale,Not recommended
HomeLane,1,Daksh Demla,Solid warranty coverage. Five Stars from my side.
HomeLane,1,Binoy Subba,"It was a great experience working with the HomeLane team. We are truly happy with the outcome—the way they delivered the project was simply flawless.

Special thanks to Project Manager Rahul for his excellent coordination with all the team members to ensure everything was executed perfectly. Designer Kopal was extremely supportive and brought great creativity and attention to detail in designing each and every element. Mr. Anil, who oversaw the entire project, was always available and ensured smooth execution with his professionalism and dedication. His level of expertise and smart work pay off, I am actually very happy and sometimes smile when I see my home, and this smile brought by home lane team efforts.

Their combined efforts made the entire process seamless and stress-free. Highly recommended!"
HomeLane,5,Anwar Shaikh,Unprofessional and Lethargic
HomeLane,5,Surbhi Vishal,"This was my first time getting interiors done so I got in touch with HomeLane. Their designer told me different price ranges, from affordable to premium options, so I could decide what works best. I went for a mix of budget-friendly and high-end elements and the final look is exactly how I imagined."
HomeLane,1,Mridul Sharma,Solid warranty coverage. Five Stars from my side.
HomeLane,5,Praveen Gangarde,Our tiny apartment feels twice as big now! HomeLane's solutions are genius.
HomeLane,5,vasim Tamboli,"Nice designs and quality work. Price is also same as what the local vendor charges but the service was very good. I did have to run behind them. With HomeLane, everything was handled by them. I selected designs… they got the material and installation as well. It’s true value for money deal."
HomeLane,5,Nurjaha Tamboli,Budget was a concern for me but HomeLane offered flexible payment plans and easy EMIs. This helped me get everything done without financial stress. Highly recommended for people who want good interiors without the burden of paying everything at once.
HomeLane,5,Yogesh Sherkar,
HomeLane,5,Sanket Gawali,"I want to recommend HomeLane to all. Their designs are amezing and they even have an app where I could track work, see updates and message the team directly. Very convenient and affordable service."
HomeLane,5,Motalim Shke,"Don't trap in home lane
It's bakwas company. Never responds on time. Staff is not responsible. After so many follow up problem still pending.
Mukesh"
HomeLane,5,Arshad Shaikh,👍🏻
HomeLane,1,MPRL Foods,Homelane transformed my house in a great way. I liked the designing part which was done completely as per our requirement and preferences. Installation part also went smoothly with professional leaders leading the project. It was a good experience.
HomeLane,5,Saurabh Sinha,I liked how HomeLane made my home interiors unique and attractive. People coming to my home are liking it.
HomeLane,5,Saurabh Toppo,"🚨 Warning: Think Twice Before Choosing HomeLane! 🚨

I feel compelled to share my terrible experience with HomeLane to warn others. Their overcommitment, poor quality, and exorbitant pricing make them a nightmare to deal with.

Overpromising, Under-Delivering– They make grand promises but fail miserably in execution. Their delivery timelines are a joke—you have to chase them endlessly to get things done.

Pathetic Vendor Selection – The vendors they choose are unreliable, never show up on time, and require constant follow-ups. Instead of taking responsibility, HomeLane expects YOU to do the chasing.

Ridiculously Overpriced – The cost of work that can be done at a reasonable rate elsewhere? HomeLane charges 5X the price! For instance, their own vendor is willing to complete our POP work for ₹20K, yet HomeLane demands 5X that amount—and even after such insane margins, the quality is pathetic.

Non-Responsive Customer Support – I have been sending emails to their AGM for over a month, and guess what? ZERO response. They just don’t care once they’ve taken your money. Had to involve their CEO and COO in the email exchange just to get a response—this speaks volumes about their customer service.

⚠️ Don't fall for their flashy ads! The reality is far from what they market. Engage with them at your own risk. If you value your time, money, and peace of mind, stay far away!

#HomeLane #CustomerExperience #BadService #PoorQuality #Overpriced #FalsePromises"
HomeLane,5,Kanchan Jadhwani,Designers were skilled and I didn’t have to tell them much. Just gave them rough idea about what I wanted and they went ahead with their visions. They paid attention to every detail. Their design matched my exact taste which impressed me.
HomeLane,1,Sandeep Yadav,Opted HomeLane for home interiors. Good experience with the ground team. They have taken full responsibility of their own. Goo finish product. Thanks to Ibadat for his efforts and timely work completion.
HomeLane,5,Nirmala Lokhande,"HomeLane got what I wanted and designed my apartment space beautifully. Appreciate them a lot, as they worked as I wanted."
HomeLane,5,Meggs Makeover,"""Honest Review: A Journey with Ups and Downs, but a Satisfying End!

We started our home renovation journey with Homelane with high expectations, and initially, everything seemed perfect. Our designer Priya was fantastic, and we loved the initial design concept.

However, as we progressed, we hit some bumps. We had to make some customizations, which led to a few miscommunications and delays. Managing sub-orders also became a bit of a challenge.

But, here's the thing - the Homelane team, especially our project manager Aishwarya and Priya worked diligently to get things back on track.

The end result? We're thrilled with our newly designed home! The quality of work, the attention to detail, and the final finish are all top-notch.

If you're considering Homelane, be prepared for a potentially bumpy ride, but know that they'll work hard to ensure a satisfying end result.

Rating: 4/5 stars"""
HomeLane,5,Rekha Salve,The 5 stars are for the two people who made a sincere and honest effort in our home renovation journey with Homelane. Sapna Rajput (designer) and Aishwary Goel (project manager) were both prompt and perceptive to our needs and did a very good job with the delivery.
HomeLane,4,Neha Vij,"Quick, efficient, perfect. We especially loved how they incorporated our existing furniture pieces into the new design, creating a perfect blend of old and new."
HomeLane,5,krittika chakraborty,"My apartment isn’t very big, but HomeLane’s designs made it spacious and airy. They used every corner wisely."
HomeLane,5,Tausif Sayyed,"Our experience with HomeLane was a long and bumpy journey right from the start. During our decision-making process between the two big names—Livspace and HomeLane—we were promised great support and a seamless experience. Some very persuasive salespeople convinced us with big promises, which we believed, given HL’s structured process and the price we were paying.

The design phase was where reality hit us. Our meetings stretched for 7-8 hours because, apparently, the client is expected to do most of the design work. We assumed that having a dedicated designer meant they would take the lead, but instead, we found ourselves doing all the research while the designer merely guided us on what would or wouldn’t work. To her credit, she did understand our taste and didn’t impose her own, but the process dragged on for three months—until I escalated the delay and pushed the HL team leads to take action. Overall, the onboarding promises didn’t match the actual experience, and accountability was severely lacking. The team was quick to create a WhatsApp group but often ignored queries, even when asked multiple times.

Once we moved from design to execution, we finally saw progress. Fortunately, we had Ibadat as our project manager—professional, knowledgeable, and detail-oriented. Even for tasks outside HL’s scope, he stepped in with valuable insights and guided the vendors whenever needed. Thanks to him, our modular installation was seamless.

In the end, while our journey started on a frustrating note, Ibadat’s expertise and dedication helped turn things around. That’s the reason for the 4-star rating instead of a 2.

Thank you, Ibadat! For you, the individual rating will be 5/5 :) All the very best for your future projects.."
HomeLane,5,Sagar Wagh,"During installation, I noticed a small issue with one of the cabinets. HomeLane’s team fixed it immediately without any fuss. Their responsiveness was impressive; I didn’t have to tell them anything."
HomeLane,4,Manasvi Agnihotri,"Pathetic experience, totally fraud unprofessional, after taking money they didn't respond. Please don't go."
HomeLane,5,Qumruddin Shaikh,Amazing knowledge and very helpful Mansi and Shivani. Must visit for home interior needs.
HomeLane,1,Sandeep Yadav,"Homelane designed a custom wardrobe for my bedroom, and it's just mind-blowing. I loved the design. It’s spacious and sleek, matching my bedroom's other furniture style."
HomeLane,5,Varsha Tiwari,It was a good experience with Shivam and Praveen. They were very patient in explaining the finer details.
HomeLane,5,Javed Shaikh,
HomeLane,5,Gitika Verma,It was a great experience visiting this showroom. Staff were nice and supporting. Good job guys.
HomeLane,5,Govind Rajput,
HomeLane,5,Manshi Sharma,"Amazing experience.
Have a lot of potential in terms of aesthetics and new decor.
Please have a showroom visit and see for yourself."
HomeLane,5,Jugal Bachani,"1. Fit and finishing is not up to the mark. Fixing the issues like jugad.
2. ⁠Timelines, project kept on hold in between.
3. ⁠Complete team got changed, everyone with whom I interacted either left the company or fired not sure.
4. ⁠lack of ownership in new team who is aligned
5. ⁠100% payment made upfront as per company policy, so I have to follow up for many days for small small work."
HomeLane,5,Kartik Choudhary,
HomeLane,1,Raman Chomal,
HomeLane,5,Shaquib Sohail,
HomeLane,5,Muklit Singh,
HomeLane,5,Rohit Yadav,
HomeLane,5,NB Design,
HomeLane,5,Priya Singla,
HomeLane,5,praveen singh,
HomeLane,5,SIMAR GUMBER,Good work by Akhilesh and his team
HomeLane,5,Manisha Meena,
HomeLane,5,Mohit Khanna,I had visited homelane last week it was really amazing experience designer mansi and ritika who had given a really nice experience.
HomeLane,5,Pramod Puri,
HomeLane,5,Varsha Kumari,
HomeLane,1,Subhagi Arora,"Sharing my experience with Homelane team. Our designer was Mr. Ashish Jagwani and project mangar Mr. Abhimanyu Saraswat.
I choose homelane even though there was mixed feedback of homelane.
During installation, Abhimanyu managed the team very well.
I am impressed by the Quality of Product of Project Delivered by Homelane. Also Homelane accommodated small room space impressively.
The Supportive and attentive behaviour of Mr. Abhimanyu Saraswat is highly appreciated.
I wish all the Best to Homelane team for their prospective Assignment.
sharing few pictures of work carried out."
HomeLane,5,Anuprekshaa Biswas,We wanted a simple design that doesn’t need much maintenance and HomeLane team delivered. Quality is good and fits our budget. Totally worked for us.
HomeLane,5,reshu vaish,"I had a very good experience with HomeLane for the interior design of my Kitchen. Liked the overall experience, design ideas and seamless execution. Thanks to the entire team of HomeLane and specially to Megha for her designs and ideas and Mr. Aishwarya for the flawless execution."
HomeLane,5,Shaikh Latif,Best thing about having HomeLane was that they gave a complete package. I didn’t have to chase multiple vendors or worry about timelines. The project manager was always available to talk. The end result looks even better than I thought!
HomeLane,5,MEENAKSHI AGARWAL,"Home Lane team helped us transform our 3BHK into a cozy, aesthtic home. They were flexible with our ideas and even suggested creative changes that we hadn’t thought of. Minor delays happened due to materials and installation but nothing major. Overall, highly recommend!"
HomeLane,5,Sandeep Agre,We wanted modular wardrobes for both bedrooms and HomeLane did a fine job. The designs are functional and look very good. They took all our feedback during the design stage and everything got done on time.
HomeLane,5,Arbaj Shaikh,
HomeLane,5,Alimuzamil shaikh,
HomeLane,5,Najmussehar,
HomeLane,5,Astitva Chauhan,I went with Homelane after comparing a few interior services mainly for the price and timeline. They delivered mostly on what they promised. Few delays but I appreciate how they handled them. My family’s happy so am I!
HomeLane,5,antara banerjee,
HomeLane,5,Aftab Shaikh,❤️‍🔥
HomeLane,5,Pallavi Priya,
HomeLane,5,Sneha Mor,
HomeLane,5,Kiran Yadav,
HomeLane,5,vansh tehlan,
HomeLane,5,SKS Chauhan,
HomeLane,5,Manvendra Singh,"Best in class services, most recommend 🎖️"
HomeLane,5,vivek chauhan,
HomeLane,5,aditya verma,"HomeLane delivered exactly what I needed. I got my wardrobes designed through them and the finish looks premium. Their team listened to my ideas and gave practical suggestions, especially for small spaces."
HomeLane,5,Ritika Singh,
HomeLane,5,Swapnil Gaikwad,
HomeLane,5,Atif Raza Sheikh Hussain,Good experience
HomeLane,5,Suweta Singh,
HomeLane,5,DEEP SHIKHA,
HomeLane,5,Tanu Rani,
HomeLane,5,Rahul Gautam,
HomeLane,5,Rahul Gautam,
HomeLane,5,Bhavya Grover,
HomeLane,5,Ayush Yadav,HomeLane has made our flat into a home.They Understood us and gave us our dream home.
HomeLane,5,Shamima Bano,
HomeLane,5,Sau-Rabb,Great work
HomeLane,5,Pulkit Thakral,
HomeLane,5,Hammad Ahmad,Overall an excellent piece of work by Homelane. Truly overwhelmed by the complete Design and execution of the project.
HomeLane,5,Prem Singh,
HomeLane,5,adarsh kintali,
HomeLane,5,Uday.sahghh456,
HomeLane,5,KRISHNA kumar,
HomeLane,5,Priyanshu Gautam,
HomeLane,5,PRIYANSHU Gautam,
HomeLane,1,Shatish Kumar,
HomeLane,5,Sneha Kumari,
HomeLane,5,Yogendar Kumar,
HomeLane,5,Surjeet Mathur,
HomeLane,5,Mr. Chirag,
HomeLane,1,Ankit Pawar,
HomeLane,5,Aman Kashyap,
HomeLane,5,ranjeet kumar,Good services
HomeLane,5,Vivek kumar,
HomeLane,5,Reeta Payal,Home lane perfect place to renovate your house in a given time frame and special thanks to Ibadat Hasan Khan who is extra ordinary and passionate towards his duties!!
HomeLane,5,ravi janga,"Had amazing experience
Great team"
HomeLane,5,Mohammad Ali,
HomeLane,5,pramod kumar,Overall a great experience.detailed explanation
HomeLane,5,Hemant Mahato,Great initial impressions and supportive staff. We were there for initial discussion but they were very supportive and took us through all the details. The team was very easy to talk to and considerate
HomeLane,5,Eshan Dutt,Nicely explained with all materials and design crystal clear details….by designer Miss Mansi …
HomeLane,5,abhinav chaudhary,So far the exp has been great. Designing team is working hard on our project. Kudos to Priya from the designing team who is always accommodating our last minute changes.
HomeLane,5,Rahul Chandra,Happy with the Installation work done at my site. Manager was good he patiently heard and addressed all issues we had and gave resolution and got the work done from the carpenter and electrician.
HomeLane,5,Amit Bhatia,Very good experience. Arup and Priya were quite patient and helpful
HomeLane,5,Sarica Rana,"Say NO to Homelane. They are liars and cheaters. They do not own their own commitment made during Order taking. They took the whole amount in advance and committed to complete work in 45 days but never complete in time and scope agreed. Designers are poor, either they are incompetent or trained like that, in order to deceive the customer they keep saying yes during discussion but will incorporate different or skip in drawing/details. When you ask them they will simply refute discussion or start showing details on drawings, which are never detailed or actual 3D. No concept of basic design ideas, like if making study/computer tables no wire managers, no height idea, etc. similar no esthetic compliances of design like symmetry on walls, open wires, no switches for study table lights etc. work is still not complete. Issues are endless.
Lack of basic interior design concepts and professionalism."
HomeLane,5,Nishant Todi,"I randomly came across Home lane on Instagram, and thought why not give it a sho. Ended up getting my entire bedroom designed. My friends loved it when they visited. It feels like a whole new vibe now. I just wish their team responded a little faster during the final stages."
HomeLane,1,Rajeev Singh Rana,"Loving how my bedroom interiors turned out. The wardrobes and bed unit look rich. There were some delays and I did have to chase them for some updates, but nothing major."
HomeLane,5,Avinash Jadhav,"I am very thrilled to share my experience for the home interior done by Homelane. From the very beginning till the handover the experience was seamless.
Shoutout to the Project Manager Mohd Faiz and Designer Mustafizur for there great efforts!
Homelane joystreet is highly recommended."
HomeLane,5,Mahesh Bombale,Great experience with the designer innovative design ideas shared. Had a well time spent with the team.
HomeLane,5,Jairaj Gupta,I didn’t want to go overboard with my budget so they made sure I got a stylish wardrobe without putting in more money. They even gave me choices and explained which materials last longer so I could decide. Normally nobody shares this so I liked their honesty.
HomeLane,5,khushboo mehrotra,Wonderful experience with designers and relationship managers. I like the transparency and solution provided to us
HomeLane,5,Ujjwala Narode,
HomeLane,5,mayank Singh Rawat,
HomeLane,5,Prabir Datta,
HomeLane,3,Vikrant Arora,"Say NO to Homelane. They are liars and cheaters. They took the whole amount in advance and committed to complete work in 45 days and its been more than 3 months, work is still not complete. They also claim to complete work in committed timelines otherwise they give compensation, thats the biggest lie. Staff is unprofessional, they do not have manpower to work."
HomeLane,5,Rajlachmi Jaiswal,
HomeLane,1,Loveleen Arora,"Don't go for homelane. They have less number of designers. Their design abscond and resigns due to overload of work and my project got delayed a lot. They promise of 45 days but they start counting from date of agreement which comes after multiple process like design, internal approvals, masking, masking approvals, festive excuses, unnecessary excuses they given. Even for Delhi ncr people do take their service their materials comes from Bangalore which takes 20-25 days.

Execution team said designing mein time laga hai. But due to their employees my project delayed a lot around 2 month."
HomeLane,1,Divya Agrawal,"Worst experience with Homelane. Plan a TV unit but they are not at all accurate in their measurements and drawings. They introduce you to team of useless designers, community manager, relation manager, installation manager etc. etc  on watsapp group only. But nobody is there to actually work and cross check your designs and dimensions. There was fault in each and every module of our simple TV unit. They are capable of making 3D drawings only. In reality their execution is very very poor. I think they are overstaffed, hence nobody is doing any work and just playing passing the blame game on one another and meanwhile they let the customer suffer."
HomeLane,1,nitin sangal,Hi Homelane is worse company to have a deal with .First they will pitch you again and again make fake promises only with the motive of taking advance payment. After that they will make a quotation that is in your budget. And before finalising they will increase the  quotation by 40 %. And won’t refund you the amount . We are coming up with a video soon with some homelane x employees and customers they have taken money from . To get the truth out of homelane . 65000 they told us they can’t refund and we don’t know how they are fishing the clients and making company run .
HomeLane,1,Joshita Gupta,
HomeLane,1,Sidhant Goswami,
HomeLane,5,Rajarajarajaraja Raja,
HomeLane,5,Rafikul Islam,
HomeLane,5,Safikul Mia,
HomeLane,5,Bapi Sarkar,
HomeLane,5,Seraj,
HomeLane,5,Lilima Khatun,
HomeLane,5,bipul Sarkar,
HomeLane,5,Anitha 92,
HomeLane,5,Mohammad Faiz,Very friendly and patient designers who listen and provide valuable feedback on your suggestions. Excellent experience overall especially with Megha.
HomeLane,5,Mansi Pandey,
HomeLane,5,Monika,"I recently had the pleasure of working with Homelane for my home interior project, and I couldn't be happier with the results. The designer, Anisha, brought my vision to life with creativity and attention to detail, while the project manager, Aishwary, ensured everything was completed on time and with the highest quality. The entire process was seamless, and the team was professional and efficient throughout. I highly recommend Homelane for anyone looking to transform their space with experts who truly care about their clients' needs."
HomeLane,1,Shilpi Sharma,"This should be renamed to Homelame.
As this brand is all about false promises. Worst decision ever I have taken in my life to give a project to them."
HomeLane,5,Siddharth Grover,very nice location very sweet ❤️
HomeLane,1,Shishir Sandipan,Poor service.
HomeLane,5,AKSHAY KUMAR,"I recently had my home interiors done, and I couldn't be more pleased with the installation team headed by Mr. Aishwary. Their professionalism, attention to detail, and dedication were truly commendable. They worked efficiently, ensuring that every aspect of the installation was flawless. The team was punctual, respectful of my space, and went above and beyond to accommodate my preferences. The end result exceeded my expectations, and I now have a beautifully transformed home. I highly recommend their services to anyone looking for top-notch interior installations. Thank you for making my vision come to life!"
HomeLane,1,sandhya choudhary,"Sharing my experience with homelane team.It was wonderful , project was completed before timeline mentioned on paper.
Our designer was Anisha trishal and project mangar Ibadat khan .
I chose homelane even though there was mixed feedback of homelane  .When we met Anisha for our first meeting , her ability to understand our preferences and translate into design including modular and customized options was what we were looking for. She is one of reason for choosing the homelane.
During installation ,Ibadat managed the team very well.He is very particular about minute detail and got everything fixed on time.
I gave chimney and hob installation work also to homelane. The faber person who came said this hob cutting is so perfect whoever has done this.
sharing few pick of work  carried out."
HomeLane,4,Susmita Dasgupta,Avoid please. I had the good sense to withdraw before I even entered a design phase. These guys took the advance and decided not to return it. Upon showing their own policy they relented and agreed for refund in kind where I had to order stuff out of their store. Now I follow up every alternate day since 21 days so that my items are delivered to me but they don’t bother to reply.
HomeLane,5,poonam yadav,
HomeLane,1,Kshama Pathak,
HomeLane,5,Rakesh Bajad,It was a wonderful experience discussing our first step in designing our dream home with Aditya. He was very patient and understood our requirements very clearly.
HomeLane,5,anil sureka,"Thanks Homelane. Anisha, Ibadat and team for all the hardwork. Everything done nicely."
HomeLane,5,shradha yagnik,
HomeLane,5,amit yadav,It was a wonderful & amazing experience during first meet with the homelane team (Abhay & Megha).
HomeLane,5,Tanvi Kaushik,
HomeLane,5,Ankit Rastogi,
HomeLane,5,Sorabh Kumar,Amazing experience through out the interior journey.
HomeLane,5,Syal,"Great experience by Homelane , complete project was very well planned and team ensured that all the detailed aspects like schedule , cost and interface with other items like electrical , plumbing etc are vey well informed and co-ordinated. PM for project Mr Ibadat was always present to resolve any questions and guidance throughout the project phase and his detailed oriented approach is highly commendable… kudos to whole team for wonderful experience."
HomeLane,5,Yuvraj Kapoor,"Experience was anyways pathetic during completion of project , after delivery customer service is far worse . Do not fall for their 5/10 years of wood warranty claim. Every other reason that could be responsible for wood damage is exempted in their warranty annexure. They basically rob their customers and laugh on damage.  Warranty is a MYTH, incase if you are planning to go with homelane ,please think twice as I am not writing this review out of spite but totally out of experience. Even local carpenter can give better service than them and that too in lower price."
HomeLane,5,Shalini Pachauri,"I am very thrilled to share my experience for the home interior that was delivered to me by Homelane.I was very skeptic in the beginning to get it done from outside since I belong to the same field, but I am happily announcing that choosing Homelane was a great Decision.
From the very beginning till the handover the experience was seamless.
Shoutout to the Project Manager Mohd Faiz and Designer Gaurav Dhamija for there great efforts !!
Homelane joy street is highly recommended !"
HomeLane,1,Sumedha Nath,Madhur explained us really well with different types of material available and Gaurav made really nice 2D and 3D drawings and reviews.. overall really good experience and gave us an amazing insight.
HomeLane,5,Rajiv Saini,Suggested!
HomeLane,5,Khushboo Sharma,
HomeLane,5,Mandeep Gora,
HomeLane,5,Arif miya,
HomeLane,5,Parbes Bos,Worst service provider
HomeLane,5,SKFSOHEL KHAN,"The most horrific experience we are having with Gurgaon Homelane Joystreet team. Their designers and management are horrible, have no knowledge about designs or material. We already paid advance and after that they suggested us to drop many of the things they agreed to do beforehand. They also refused to do any customisation in design other than what they suggested saying they can only provide factory made design and material and for customisation they said they will need approval from senior management and after taking too long, gave really overpriced estimate. All this is really not worth your time and money and energy. Just stay away from Homelane in my strong opinion and report these cheats as much as possible.

1st Edit: Now after consumer forum complaint, the community manager is suggesting us to make a minimum purchase of 1.5 lakh as per the policy, so we should actually pay more 1.25 lakh to come out of all this traumatic experience. It's getting worse every day.
option 2: stay with homelane and resume project later which is not an option we are ever going to opt if we reached to the level of consumer forum complaint.
option 3: Accept their no refund on cancellation policy.

it's all real traumatic."
HomeLane,1,Mehnaz Ashraf,
HomeLane,1,Divya Agarwal,Ibadat from Homelane helped me a lot.
HomeLane,1,Vaibhav raj Singh,"We had a very good experience with Homelane from designing (Designer: Vasundhara) to delivering final output and special thanks to our project manager Mr. Faiz for executing it very well and being pro active. Also, he was always available and provided best solutions to all our problems."
HomeLane,4,komal kinger,"I had a very good experience with HomeLane for the interior design of my flat. Liked the overall experience, design ideas and seamless execution. The overall process of ideation to execution is quite details and helps in avoiding last minute mistakes and fitment issues. Thanks to the entire team of HomeLane and special mention to Akriti (for her designs and ideas) and Aishwarya for the flawless execution."
HomeLane,5,Ravi Mohan,Very helpful staff! Good quality and solid after sales support.
HomeLane,5,Sandeep Acharyya,"From designing to handover entire process was seamless special thanks to Ibadat for personal suggestions and Sneha Gupta for designing...
Kudos to Team Homelane..."
HomeLane,5,chandni kakkar,"I am highly satisfied with the work delivered by Homelane, specially Faiz and his team. They efficiently delivered the project on time. Their modular work is amazing and highly recommended. TBH there were some issues but Faiz handled them well. Thanks."
HomeLane,5,Rupesh Jha,
HomeLane,4,sayan sarkar,I had a great experience with Homelane. Homelane has a team of highly professional individuals who try understand your requirements right from day 1 and deliver per the expectations. Design and project execution both were seamless. Designer Vasundhara was very approachable and customised the designs per the requirements. She even gave valuable suggestions on what would work and what not. It was a very pleasant experience working with her. Project execution team lead by faiz made sure the project was executed and delivered as per the committed timelines. They made regular visits to the site and did a QC check always. No follow ups were needed with this team. Thank you Homelane for such a wonderful experience!
HomeLane,5,Suprabhat Yadav,"Thank you very much to Mohd Faiz for the transparent and well-coordinated completion of our modular work. The installation process was completed within the timeframe. The QC led by Ilham was done in our presence, and he made sure that each and every part of the module works as expected. After our satisfaction, he gave the go-ahead. Every small query and gap was addressed with fast resolution."
HomeLane,5,Ritu Batra,"We enlisted Homelane's services for renovating our kitchen. Although we faced some initial glitches, but soon after Aishwary and his team joined the project, everything proceeded smoothly. They completed the kitchen on time, expedited the work to cover previous glitches. They gave attention to all our requests and requirements."
HomeLane,5,Praveen Raghav,
HomeLane,5,sonia buntel,
HomeLane,4,Sudhir Tyagi,"Worst company, overpriced stuff, no timeline commitment and zero customer support"
HomeLane,5,Deepika Kumari Jha,
HomeLane,1,pranila singh,
HomeLane,5,Iqbal Ahmad,
HomeLane,5,Md Eqbal Ahmad,
HomeLane,5,md altaf hussain,"Overall good experience
Team attended in a polite way and overall design meeting was fruitful."
HomeLane,5,Gulafshan Naaz,
HomeLane,5,Golu Tiwari,
HomeLane,5,Aditi Singh,
HomeLane,1,Shashank Trivedi,
HomeLane,5,Kahkasha Parween,
HomeLane,5,Monu Khan,
HomeLane,5,Yadav Madhubala,
HomeLane,5,Amrit 2,
HomeLane,5,Anish yadav,
HomeLane,5,Md Sazzad,
