Company,rating,reviewer,review_text,review_length,clean_text,processed_text,segment,topic,sentiment_score,sentiment_label,topic_name
HomeLane,5,Nikhil Singh,What worked best for us was the transparency that Homelane offered. Designer Shivani also made sure we achieved the look we wanted on a budget. The bedroom colour theme was even altered smoothly last minute via Zoom!,216,what worked best for us was the transparency that homelane offered designer shivani also made sure we achieved the look we wanted on a budget the bedroom colour theme was even altered smoothly last minute via zoom,work well transparency homelane offer designer shivani sure achieve look want budget bedroom colour theme alter smoothly minute zoom,Customer,0,0.7777,Positive,Design & Project Experience
HomeLane,5,Ubed khan,Got modular kitchen and wardrobes done by HomeLane on my friends suggestion. Happy with the work. Cost also affordable compared to others.,138,got modular kitchen and wardrobes done by homelane on my friends suggestion happy with the work cost also affordable compared to others,get modular kitchen wardrobe homelane friend suggestion happy work cost affordable compare,Customer,0,0.7783,Positive,Design & Project Experience
HomeLane,5,Anshika Singh,"Honestly, our kitchen has become the highlight of our home thanks to Homelane. We loved that they didnât rush us and gave time. We did have a two-day pause during Diwali week, but they made up for it quickly. Kartik was super responsive",238,honestly our kitchen has become the highlight of our home thanks to homelane we loved that they didn t rush us and gave time we did have a two day pause during diwali week but they made up for it quickly kartik was super responsive,honestly kitchen highlight home thank homelane love didn rush give time day pause diwali week quickly kartik super responsive,Customer,0,0.9403,Positive,Design & Project Experience
HomeLane,5,Sachin Katore,"First we chose HomeLane for a modular kitchen. After seeing the work, we also renovated our bedroom. Good service and reliable people.",134,first we chose homelane for a modular kitchen after seeing the work we also renovated our bedroom good service and reliable people,choose homelane modular kitchen see work renovate bedroom good service reliable people,Customer,0,0.4404,Positive,Design & Project Experience
HomeLane,5,Shahebaz Shaikh,I Had a tight budget so they gave options in my range. My wardrobes and kitchen came out simple and solid.,106,i had a tight budget so they gave options in my range my wardrobes and kitchen came out simple and solid,tight budget give option range wardrobe kitchen come simple solid,Customer,0,0.1531,Positive,Design & Project Experience
HomeLane,5,Akshay Suryavanshi,We got HomeLane for our Row house interiors. Designs were awesome but more than that their service attitude was good.,117,we got homelane for our row house interiors designs were awesome but more than that their service attitude was good,get homelane row house interior design awesome service attitude good,Customer,0,0.7506,Positive,Design & Project Experience
HomeLane,5,Aman Gulati,Great society to live,21,great society to live,great society live,General,1,0.6249,Positive,Customer Service & Support
HomeLane,5,Kishan Pal,Gangsara,8,gangsara,gangsara,General,-1,0.0,Neutral,
HomeLane,5,Suresh wagh,"Loved the way HomLane team balanced design and functionality. Everything looks premium, beautiful and easy to use.",114,loved the way homlane team balanced design and functionality everything looks premium beautiful and easy to use,love way homlane team balance design functionality look premium beautiful easy use,Customer,0,0.8934,Positive,Design & Project Experience
HomeLane,5,Ganesh Panda,"From the first Zoom consultation till the final day of handover, everything felt smooth. The design team was patient, especially during our constant change of mind around wardrobe laminates. Seeing the layouts in VR helped us imagine things better. No hidden costs eitherâevery detail was in the BOQ upfront.",310,from the first zoom consultation till the final day of handover everything felt smooth the design team was patient especially during our constant change of mind around wardrobe laminates seeing the layouts in vr helped us imagine things better no hidden costs either every detail was in the boq upfront,zoom consultation till final day handover feel smooth design team patient especially constant change mind wardrobe laminate see layout help imagine thing well hidden cost detail boq upfront,Customer,0,0.1779,Positive,Design & Project Experience
HomeLane,5,patan syedvalli,Very good and nice,18,very good and nice,good nice,General,4,0.7397,Positive,Lead Quality
HomeLane,5,Issa Jattt !!,"We had a very clear idea about what we wanted, but we didnât know how to execute it. HomeLaneâs team really helped us bridge that gap. The designer gave us three layout options for our living room with a reading nook, and each one felt thoughtfully designed. We loved how she mixed our ideas with functional suggestionsâlike hidden storage below the window seat. The kitchen was handed over in just over 40 days, and it was completely move-in ready. We appreciated that they even helped coordinate with our electrician for some final tweaks. Smooth, well-managed, and truly worth it.",589,we had a very clear idea about what we wanted but we didn t know how to execute it homelane s team really helped us bridge that gap the designer gave us three layout options for our living room with a reading nook and each one felt thoughtfully designed we loved how she mixed our ideas with functional suggestions like hidden storage below the window seat the kitchen was handed over in just over days and it was completely move in ready we appreciated that they even helped coordinate with our electrician for some final tweaks smooth well managed and truly worth it,clear idea want didn know execute homelane team help bridge gap designer give layout option living room reading nook felt thoughtfully design love mix idea functional suggestion like hide storage window seat kitchen hand day completely ready appreciate help coordinate electrician final tweak smooth manage truly worth,Customer,0,0.978,Positive,Design & Project Experience
HomeLane,5,Ashok Kumar,"I loved how the Homelane team approached our compact 2BHK. They recommended a hybrid layout for our study nook, and it turned out amazing. The entire process, including civil work and modular setup, took 43 days. Slight delay due to a festival, but they kept us updated on WhatsApp. Solid stuff.",295,i loved how the homelane team approached our compact bhk they recommended a hybrid layout for our study nook and it turned out amazing the entire process including civil work and modular setup took days slight delay due to a festival but they kept us updated on whatsapp solid stuff,love homelane team approach compact bhk recommend hybrid layout study nook turn amazing entire process include civil work modular setup take day slight delay festival keep update whatsapp solid stuff,Customer,0,0.7748,Positive,Design & Project Experience
HomeLane,5,Sachin Kulat,"Kitchen renovation was my biggest worry but HomeLane made it so smooth. No mess, no tension. Just a few days and kitchen was ready",130,kitchen renovation was my biggest worry but homelane made it so smooth no mess no tension just a few days and kitchen was ready,kitchen renovation big worry homelane smooth mess tension day kitchen ready,Customer,0,0.8609,Positive,Design & Project Experience
HomeLane,5,Utkarsh Sharma,Great experience - was our second project with Homelane. Overall satisfied with the workmanship and material quality. Good project execution by PM Ibadat. Thanks!,162,great experience was our second project with homelane overall satisfied with the workmanship and material quality good project execution by pm ibadat thanks,great experience second project homelane overall satisfied workmanship material quality good project execution ibadat thank,Customer,0,0.9184,Positive,Design & Project Experience
HomeLane,5,AYUSH Rawat,"I had a wonderful stay at home lane, Gurgaon The location was excellent, and my room was very comfortable and clean. The staff was friendly and helpful, making my stay even more enjoyable.
If you're confused, donât be. I went back and forth for a week before choosing HomeLane. Happy I did â best choice for modern interiors. Big thanks to Sapna and Shivam!
Work quality is decent but for the price I expected better pace and coordination Not really for someone looking at affordable interiors
Disappointing experience with Homelane. Their customer service team are totally  unprofessional and showing a lack of accountability.",631,i had a wonderful stay at home lane gurgaon the location was excellent and my room was very comfortable and clean the staff was friendly and helpful making my stay even more enjoyable if you re confused don t be i went back and forth for a week before choosing homelane happy i did best choice for modern interiors big thanks to sapna and shivam work quality is decent but for the price i expected better pace and coordination not really for someone looking at affordable interiors disappointing experience with homelane their customer service team are totally unprofessional and showing a lack of accountability,wonderful stay home lane gurgaon location excellent room comfortable clean staff friendly helpful make stay enjoyable confused don go forth week choose homelane happy good choice modern interior big thank sapna shivam work quality decent price expect well pace coordination look affordable interior disappointing experience homelane customer service team totally unprofessional show lack accountability,Customer,0,0.8088,Positive,Design & Project Experience
HomeLane,5,Amman Ali,"Non recommended. Trust me you will get headache everyday once you are in with Homelane.""",88,non recommended trust me you will get headache everyday once you are in with homelane,non recommend trust headache everyday homelane,Customer,0,0.6249,Positive,Design & Project Experience
HomeLane,5,Prankur Chauhan Prankur Chauhan,"Nice service by HomeLane. After we paid the final amount, they followed up and made sure we were satisfied with the fittings and look.",134,nice service by homelane after we paid the final amount they followed up and made sure we were satisfied with the fittings and look,nice service homelane pay final follow sure satisfied fitting look,Customer,0,0.7845,Positive,Design & Project Experience
HomeLane,5,Pramod Mahamine,great job,9,great job,great job,General,-1,0.6249,Positive,
HomeLane,3,Duli Chand Gupta,"Loved the design process, but there was a bit of a lag during the handover phase.",81,loved the design process but there was a bit of a lag during the handover phase,love design process bit lag handover phase,Customer,0,-0.1655,Negative,Design & Project Experience
HomeLane,5,Aaditya Sharma,"The home looks beautiful now. There was some minor finishing issues intialy, which were later resolved",102,the home looks beautiful now there was some minor finishing issues intialy which were later resolved,home look beautiful minor finishing issue intialy later resolve,Customer,0,0.6808,Positive,Design & Project Experience
HomeLane,5,Rudra Raghuvanshi,"Happy with the final result, but wished the designer had shown us a few more options early on",93,happy with the final result but wished the designer had shown us a few more options early on,happy final result wish designer show option early,Customer,0,0.3291,Positive,Design & Project Experience
HomeLane,5,Manya Patel,"Project completed  professionally. Mr.Nandan ,Shivani and Simar have guided us very well and they have timely handover the project to us...",139,project completed professionally mr nandan shivani and simar have guided us very well and they have timely handover the project to us,project complete professionally nandan shivani simar guide timely handover project,Customer,0,0.3384,Positive,Design & Project Experience
HomeLane,5,Rajnish Garg,"HomeLane does not only help with designâthey did the false ceiling, lights, fans, decor and furniture. A full end-to-end interior solution. Perfect for people like me who do not want the hassle of coordinating with different people.",234,homelane does not only help with design they did the false ceiling lights fans decor and furniture a full end to end interior solution perfect for people like me who do not want the hassle of coordinating with different people,homelane help design false ceiling light fan decor furniture end end interior solution perfect people like want hassle coordinate different people,Customer,0,0.7202,Positive,Design & Project Experience
HomeLane,5,Ayush Gupta,"This company is Fraud. Never trust them. They will make you fool everyday after taking the money. They will only answer your calls till the time they have not taken the money. After you pay your money, thier way of talking changes towards you. Don't get trapped in their fraud and scam. I have been a big victim of them.",320,this company is fraud never trust them they will make you fool everyday after taking the money they will only answer your calls till the time they have not taken the money after you pay your money thier way of talking changes towards you don t get trapped in their fraud and scam i have been a big victim of them,company fraud trust fool everyday take money answer call till time take money pay money thier way talk change don trap fraud scam big victim,General,1,-0.9487,Negative,Customer Service & Support
HomeLane,5,Laxman Rohokale,Not recommended,15,not recommended,recommend,General,1,-0.1511,Negative,Customer Service & Support
HomeLane,1,Daksh Demla,Solid warranty coverage. Five Stars from my side.,49,solid warranty coverage five stars from my side,solid warranty coverage star,General,1,0.1531,Positive,Customer Service & Support
HomeLane,1,Binoy Subba,"It was a great experience working with the HomeLane team. We are truly happy with the outcomeâthe way they delivered the project was simply flawless.

Special thanks to Project Manager Rahul for his excellent coordination with all the team members to ensure everything was executed perfectly. Designer Kopal was extremely supportive and brought great creativity and attention to detail in designing each and every element. Mr. Anil, who oversaw the entire project, was always available and ensured smooth execution with his professionalism and dedication. His level of expertise and smart work pay off, I am actually very happy and sometimes smile when I see my home, and this smile brought by home lane team efforts.

Their combined efforts made the entire process seamless and stress-free. Highly recommended!",813,it was a great experience working with the homelane team we are truly happy with the outcome the way they delivered the project was simply flawless special thanks to project manager rahul for his excellent coordination with all the team members to ensure everything was executed perfectly designer kopal was extremely supportive and brought great creativity and attention to detail in designing each and every element mr anil who oversaw the entire project was always available and ensured smooth execution with his professionalism and dedication his level of expertise and smart work pay off i am actually very happy and sometimes smile when i see my home and this smile brought by home lane team efforts their combined efforts made the entire process seamless and stress free highly recommended,great experience work homelane team truly happy outcome way deliver project simply flawless special thank project manager rahul excellent coordination team member ensure execute perfectly designer kopal extremely supportive bring great creativity attention detail design element anil oversee entire project available ensure smooth execution professionalism dedication level expertise smart work pay actually happy smile home smile bring home lane team effort combine effort entire process seamless stress free highly recommend,Customer,0,0.9944,Positive,Design & Project Experience
HomeLane,5,Anwar Shaikh,Unprofessional and Lethargic,28,unprofessional and lethargic,unprofessional lethargic,General,1,-0.6705,Negative,Customer Service & Support
HomeLane,5,Surbhi Vishal,"This was my first time getting interiors done so I got in touch with HomeLane. Their designer told me different price ranges, from affordable to premium options, so I could decide what works best. I went for a mix of budget-friendly and high-end elements and the final look is exactly how I imagined.",300,this was my first time getting interiors done so i got in touch with homelane their designer told me different price ranges from affordable to premium options so i could decide what works best i went for a mix of budget friendly and high end elements and the final look is exactly how i imagined,time get interior get touch homelane designer tell different price range affordable premium option decide work good go mix budget friendly high end element final look exactly imagine,Customer,0,0.6369,Positive,Design & Project Experience
HomeLane,1,Mridul Sharma,Solid warranty coverage. Five Stars from my side.,49,solid warranty coverage five stars from my side,solid warranty coverage star,General,1,0.1531,Positive,Customer Service & Support
HomeLane,5,Praveen Gangarde,Our tiny apartment feels twice as big now! HomeLane's solutions are genius.,75,our tiny apartment feels twice as big now homelane s solutions are genius,tiny apartment feel twice big homelane solution genius,Customer,0,0.2481,Positive,Design & Project Experience
HomeLane,5,vasim Tamboli,"Nice designs and quality work. Price is also same as what the local vendor charges but the service was very good. I did have to run behind them. With HomeLane, everything was handled by them. I selected designsâ¦ they got the material and installation as well. Itâs true value for money deal.",295,nice designs and quality work price is also same as what the local vendor charges but the service was very good i did have to run behind them with homelane everything was handled by them i selected designs they got the material and installation as well it s true value for money deal,nice design quality work price local vendor charge service good run homelane handle select design get material installation true value money deal,Customer,0,0.9336,Positive,Design & Project Experience
HomeLane,5,Nurjaha Tamboli,Budget was a concern for me but HomeLane offered flexible payment plans and easy EMIs. This helped me get everything done without financial stress. Highly recommended for people who want good interiors without the burden of paying everything at once.,250,budget was a concern for me but homelane offered flexible payment plans and easy emis this helped me get everything done without financial stress highly recommended for people who want good interiors without the burden of paying everything at once,budget concern homelane offer flexible payment plan easy emis help financial stress highly recommend people want good interior burden pay,Customer,0,0.9598,Positive,Design & Project Experience
HomeLane,5,Sanket Gawali,"I want to recommend HomeLane to all. Their designs are amezing and they even have an app where I could track work, see updates and message the team directly. Very convenient and affordable service.",197,i want to recommend homelane to all their designs are amezing and they even have an app where i could track work see updates and message the team directly very convenient and affordable service,want recommend homelane design ameze app track work update message team directly convenient affordable service,Customer,0,0.4215,Positive,Design & Project Experience
HomeLane,5,Motalim Shke,"Don't trap in home lane
It's bakwas company. Never responds on time. Staff is not responsible. After so many follow up problem still pending.
Mukesh",148,don t trap in home lane it s bakwas company never responds on time staff is not responsible after so many follow up problem still pending mukesh,don trap home lane bakwa company respond time staff responsible follow problem pende mukesh,Customer,0,-0.4019,Negative,Design & Project Experience
HomeLane,5,Arshad Shaikh,ðð»,8,,,General,4,0.0,Neutral,Lead Quality
HomeLane,1,MPRL Foods,Homelane transformed my house in a great way. I liked the designing part which was done completely as per our requirement and preferences. Installation part also went smoothly with professional leaders leading the project. It was a good experience.,248,homelane transformed my house in a great way i liked the designing part which was done completely as per our requirement and preferences installation part also went smoothly with professional leaders leading the project it was a good experience,homelane transform house great way like design completely requirement preference installation go smoothly professional leader lead project good experience,Customer,0,0.8689,Positive,Design & Project Experience
HomeLane,5,Saurabh Sinha,I liked how HomeLane made my home interiors unique and attractive. People coming to my home are liking it.,106,i liked how homelane made my home interiors unique and attractive people coming to my home are liking it,like homelane home interior unique attractive people come home like,Customer,0,0.8126,Positive,Design & Project Experience
HomeLane,5,Saurabh Toppo,"ð¨ Warning: Think Twice Before Choosing HomeLane! ð¨

I feel compelled to share my terrible experience with HomeLane to warn others. Their overcommitment, poor quality, and exorbitant pricing make them a nightmare to deal with.

Overpromising, Under-Deliveringâ They make grand promises but fail miserably in execution. Their delivery timelines are a jokeâyou have to chase them endlessly to get things done.

Pathetic Vendor Selection â The vendors they choose are unreliable, never show up on time, and require constant follow-ups. Instead of taking responsibility, HomeLane expects YOU to do the chasing.

Ridiculously Overpriced â The cost of work that can be done at a reasonable rate elsewhere? HomeLane charges 5X the price! For instance, their own vendor is willing to complete our POP work for â¹20K, yet HomeLane demands 5X that amountâand even after such insane margins, the quality is pathetic.

Non-Responsive Customer Support â I have been sending emails to their AGM for over a month, and guess what? ZERO response. They just donât care once theyâve taken your money. Had to involve their CEO and COO in the email exchange just to get a responseâthis speaks volumes about their customer service.

â ï¸ Don't fall for their flashy ads! The reality is far from what they market. Engage with them at your own risk. If you value your time, money, and peace of mind, stay far away!

#HomeLane #CustomerExperience #BadService #PoorQuality #Overpriced #FalsePromises",1499,warning think twice before choosing homelane i feel compelled to share my terrible experience with homelane to warn others their overcommitment poor quality and exorbitant pricing make them a nightmare to deal with overpromising under delivering they make grand promises but fail miserably in execution their delivery timelines are a joke you have to chase them endlessly to get things done pathetic vendor selection the vendors they choose are unreliable never show up on time and require constant follow ups instead of taking responsibility homelane expects you to do the chasing ridiculously overpriced the cost of work that can be done at a reasonable rate elsewhere homelane charges x the price for instance their own vendor is willing to complete our pop work for k yet homelane demands x that amount and even after such insane margins the quality is pathetic non responsive customer support i have been sending emails to their agm for over a month and guess what zero response they just don t care once they ve taken your money had to involve their ceo and coo in the email exchange just to get a response this speaks volumes about their customer service don t fall for their flashy ads the reality is far from what they market engage with them at your own risk if you value your time money and peace of mind stay far away homelane customerexperience badservice poorquality overpriced falsepromises,warning think twice choose homelane feel compel share terrible experience homelane warn overcommitment poor quality exorbitant pricing nightmare deal overpromising deliver grand promise fail miserably execution delivery timeline joke chase endlessly thing pathetic vendor selection vendor choose unreliable time require constant follow up instead take responsibility homelane expect chasing ridiculously overprice cost work reasonable rate homelane charge price instance vendor willing complete pop work homelane demand insane margin quality pathetic non responsive customer support send email agm month guess zero response don care take money involve ceo coo email exchange response speak volume customer service don fall flashy ad reality far market engage risk value time money peace mind stay far away homelane customerexperience badservice poorquality overpriced falsepromise,Customer,0,-0.9449,Negative,Design & Project Experience
HomeLane,5,Kanchan Jadhwani,Designers were skilled and I didnât have to tell them much. Just gave them rough idea about what I wanted and they went ahead with their visions. They paid attention to every detail. Their design matched my exact taste which impressed me.,240,designers were skilled and i didn t have to tell them much just gave them rough idea about what i wanted and they went ahead with their visions they paid attention to every detail their design matched my exact taste which impressed me,designer skilled didn tell give rough idea want go ahead vision pay attention detail design match exact taste impress,Customer,0,0.6124,Positive,Design & Project Experience
HomeLane,1,Sandeep Yadav,Opted HomeLane for home interiors. Good experience with the ground team. They have taken full responsibility of their own. Goo finish product. Thanks to Ibadat for his efforts and timely work completion.,203,opted homelane for home interiors good experience with the ground team they have taken full responsibility of their own goo finish product thanks to ibadat for his efforts and timely work completion,opt homelane home interior good experience ground team take responsibility goo finish product thank ibadat effort timely work completion,Customer,0,0.7003,Positive,Design & Project Experience
HomeLane,5,Nirmala Lokhande,"HomeLane got what I wanted and designed my apartment space beautifully. Appreciate them a lot, as they worked as I wanted.",122,homelane got what i wanted and designed my apartment space beautifully appreciate them a lot as they worked as i wanted,homelane get want design apartment space beautifully appreciate lot work want,Customer,0,0.7506,Positive,Design & Project Experience
HomeLane,5,Meggs Makeover,"""Honest Review: A Journey with Ups and Downs, but a Satisfying End!

We started our home renovation journey with Homelane with high expectations, and initially, everything seemed perfect. Our designer Priya was fantastic, and we loved the initial design concept.

However, as we progressed, we hit some bumps. We had to make some customizations, which led to a few miscommunications and delays. Managing sub-orders also became a bit of a challenge.

But, here's the thing - the Homelane team, especially our project manager Aishwarya and Priya worked diligently to get things back on track.

The end result? We're thrilled with our newly designed home! The quality of work, the attention to detail, and the final finish are all top-notch.

If you're considering Homelane, be prepared for a potentially bumpy ride, but know that they'll work hard to ensure a satisfying end result.

Rating: 4/5 stars""",900,honest review a journey with ups and downs but a satisfying end we started our home renovation journey with homelane with high expectations and initially everything seemed perfect our designer priya was fantastic and we loved the initial design concept however as we progressed we hit some bumps we had to make some customizations which led to a few miscommunications and delays managing sub orders also became a bit of a challenge but here s the thing the homelane team especially our project manager aishwarya and priya worked diligently to get things back on track the end result we re thrilled with our newly designed home the quality of work the attention to detail and the final finish are all top notch if you re considering homelane be prepared for a potentially bumpy ride but know that they ll work hard to ensure a satisfying end result rating stars,honest review journey up down satisfying end start home renovation journey homelane high expectation initially perfect designer priya fantastic love initial design concept progress hit bump customization lead miscommunication delay manage sub order bit challenge thing homelane team especially project manager aishwarya priya work diligently thing track end result thrill newly design home quality work attention detail final finish notch consider homelane prepare potentially bumpy ride know work hard ensure satisfying end result rating star,Customer,0,0.9895,Positive,Design & Project Experience
HomeLane,5,Rekha Salve,The 5 stars are for the two people who made a sincere and honest effort in our home renovation journey with Homelane. Sapna Rajput (designer) and Aishwary Goel (project manager) were both prompt and perceptive to our needs and did a very good job with the delivery.,265,the stars are for the two people who made a sincere and honest effort in our home renovation journey with homelane sapna rajput designer and aishwary goel project manager were both prompt and perceptive to our needs and did a very good job with the delivery,star people sincere honest effort home renovation journey homelane sapna rajput designer aishwary goel project manager prompt perceptive need good job delivery,Customer,0,0.8479,Positive,Design & Project Experience
HomeLane,4,Neha Vij,"Quick, efficient, perfect. We especially loved how they incorporated our existing furniture pieces into the new design, creating a perfect blend of old and new.",160,quick efficient perfect we especially loved how they incorporated our existing furniture pieces into the new design creating a perfect blend of old and new,quick efficient perfect especially love incorporate exist furniture piece new design create perfect blend old new,Customer,0,0.9485,Positive,Design & Project Experience
HomeLane,5,krittika chakraborty,"My apartment isnât very big, but HomeLaneâs designs made it spacious and airy. They used every corner wisely.",113,my apartment isn t very big but homelane s designs made it spacious and airy they used every corner wisely,apartment isn big homelane design spacious airy corner wisely,Customer,0,0.5719,Positive,Design & Project Experience
HomeLane,5,Tausif Sayyed,"Our experience with HomeLane was a long and bumpy journey right from the start. During our decision-making process between the two big namesâLivspace and HomeLaneâwe were promised great support and a seamless experience. Some very persuasive salespeople convinced us with big promises, which we believed, given HLâs structured process and the price we were paying.

The design phase was where reality hit us. Our meetings stretched for 7-8 hours because, apparently, the client is expected to do most of the design work. We assumed that having a dedicated designer meant they would take the lead, but instead, we found ourselves doing all the research while the designer merely guided us on what would or wouldnât work. To her credit, she did understand our taste and didnât impose her own, but the process dragged on for three monthsâuntil I escalated the delay and pushed the HL team leads to take action. Overall, the onboarding promises didnât match the actual experience, and accountability was severely lacking. The team was quick to create a WhatsApp group but often ignored queries, even when asked multiple times.

Once we moved from design to execution, we finally saw progress. Fortunately, we had Ibadat as our project managerâprofessional, knowledgeable, and detail-oriented. Even for tasks outside HLâs scope, he stepped in with valuable insights and guided the vendors whenever needed. Thanks to him, our modular installation was seamless.

In the end, while our journey started on a frustrating note, Ibadatâs expertise and dedication helped turn things around. Thatâs the reason for the 4-star rating instead of a 2.

Thank you, Ibadat! For you, the individual rating will be 5/5 :) All the very best for your future projects..",1766,our experience with homelane was a long and bumpy journey right from the start during our decision making process between the two big names livspace and homelane we were promised great support and a seamless experience some very persuasive salespeople convinced us with big promises which we believed given hl s structured process and the price we were paying the design phase was where reality hit us our meetings stretched for hours because apparently the client is expected to do most of the design work we assumed that having a dedicated designer meant they would take the lead but instead we found ourselves doing all the research while the designer merely guided us on what would or wouldn t work to her credit she did understand our taste and didn t impose her own but the process dragged on for three months until i escalated the delay and pushed the hl team leads to take action overall the onboarding promises didn t match the actual experience and accountability was severely lacking the team was quick to create a whatsapp group but often ignored queries even when asked multiple times once we moved from design to execution we finally saw progress fortunately we had ibadat as our project manager professional knowledgeable and detail oriented even for tasks outside hl s scope he stepped in with valuable insights and guided the vendors whenever needed thanks to him our modular installation was seamless in the end while our journey started on a frustrating note ibadat s expertise and dedication helped turn things around that s the reason for the star rating instead of a thank you ibadat for you the individual rating will be all the very best for your future projects,experience homelane long bumpy journey right start decision making process big name livspace homelane promise great support seamless experience persuasive salespeople convince big promise believe give structured process price pay design phase reality hit meeting stretch hour apparently client expect design work assume have dedicated designer mean lead instead find research designer merely guide wouldn work credit understand taste didn impose process drag month escalate delay push team lead action overall onboarding promise didn match actual experience accountability severely lack team quick create whatsapp group ignore query ask multiple time move design execution finally see progress fortunately ibadat project manager professional knowledgeable detail orient task outside scope step valuable insight guide vendor need thank modular installation seamless end journey start frustrating note ibadat expertise dedication help turn thing reason star rating instead thank ibadat individual rating good future project,Customer,0,0.9818,Positive,Design & Project Experience
HomeLane,5,Sagar Wagh,"During installation, I noticed a small issue with one of the cabinets. HomeLaneâs team fixed it immediately without any fuss. Their responsiveness was impressive; I didnât have to tell them anything.",203,during installation i noticed a small issue with one of the cabinets homelane s team fixed it immediately without any fuss their responsiveness was impressive i didn t have to tell them anything,installation notice small issue cabinet homelane team fix immediately fuss responsiveness impressive didn tell,Customer,0,0.5106,Positive,Design & Project Experience
HomeLane,4,Manasvi Agnihotri,"Pathetic experience, totally fraud unprofessional, after taking money they didn't respond. Please don't go.",107,pathetic experience totally fraud unprofessional after taking money they didn t respond please don t go,pathetic experience totally fraud unprofessional take money didn respond don,General,1,-0.9236,Negative,Customer Service & Support
HomeLane,5,Qumruddin Shaikh,Amazing knowledge and very helpful Mansi and Shivani. Must visit for home interior needs.,89,amazing knowledge and very helpful mansi and shivani must visit for home interior needs,amazing knowledge helpful mansi shivani visit home interior need,Customer,0,0.7841,Positive,Design & Project Experience
HomeLane,1,Sandeep Yadav,"Homelane designed a custom wardrobe for my bedroom, and it's just mind-blowing. I loved the design. Itâs spacious and sleek, matching my bedroom's other furniture style.",171,homelane designed a custom wardrobe for my bedroom and it s just mind blowing i loved the design it s spacious and sleek matching my bedroom s other furniture style,homelane design custom wardrobe bedroom mind blow love design spacious sleek match bedroom furniture style,Customer,0,0.5994,Positive,Design & Project Experience
HomeLane,5,Varsha Tiwari,It was a good experience with Shivam and Praveen. They were very patient in explaining the finer details.,105,it was a good experience with shivam and praveen they were very patient in explaining the finer details,good experience shivam praveen patient explain fine detail,General,0,0.4404,Positive,Design & Project Experience
HomeLane,5,Gitika Verma,It was a great experience visiting this showroom. Staff were nice and supporting. Good job guys.,96,it was a great experience visiting this showroom staff were nice and supporting good job guys,great experience visit showroom staff nice support good job guy,General,1,0.9136,Positive,Customer Service & Support
HomeLane,5,Manshi Sharma,"Amazing experience.
Have a lot of potential in terms of aesthetics and new decor.
Please have a showroom visit and see for yourself.",132,amazing experience have a lot of potential in terms of aesthetics and new decor please have a showroom visit and see for yourself,amazing experience lot potential term aesthetic new decor showroom visit,General,0,0.7269,Positive,Design & Project Experience
HomeLane,5,Jugal Bachani,"1. Fit and finishing is not up to the mark. Fixing the issues like jugad.
2. â Timelines, project kept on hold in between.
3. â Complete team got changed, everyone with whom I interacted either left the company or fired not sure.
4. â lack of ownership in new team who is aligned
5. â 100% payment made upfront as per company policy, so I have to follow up for many days for small small work.",396,fit and finishing is not up to the mark fixing the issues like jugad timelines project kept on hold in between complete team got changed everyone with whom i interacted either left the company or fired not sure lack of ownership in new team who is aligned payment made upfront as per company policy so i have to follow up for many days for small small work,fit finishing mark fix issue like jugad timeline project keep hold complete team get change interact leave company fire sure lack ownership new team align payment upfront company policy follow day small small work,Customer,0,-0.4333,Negative,Design & Project Experience
HomeLane,5,SIMAR GUMBER,Good work by Akhilesh and his team,34,good work by akhilesh and his team,good work akhilesh team,General,-1,0.4404,Positive,
HomeLane,5,Mohit Khanna,I had visited homelane last week it was really amazing experience designer mansi and ritika who had given a really nice experience.,131,i had visited homelane last week it was really amazing experience designer mansi and ritika who had given a really nice experience,visit homelane week amazing experience designer mansi ritika give nice experience,Customer,0,0.8012,Positive,Design & Project Experience
HomeLane,1,Subhagi Arora,"Sharing my experience with Homelane team. Our designer was Mr. Ashish Jagwani and project mangar Mr. Abhimanyu Saraswat.
I choose homelane even though there was mixed feedback of homelane.
During installation, Abhimanyu managed the team very well.
I am impressed by the Quality of Product of Project Delivered by Homelane. Also Homelane accommodated small room space impressively.
The Supportive and attentive behaviour of Mr. Abhimanyu Saraswat is highly appreciated.
I wish all the Best to Homelane team for their prospective Assignment.
sharing few pictures of work carried out.",581,sharing my experience with homelane team our designer was mr ashish jagwani and project mangar mr abhimanyu saraswat i choose homelane even though there was mixed feedback of homelane during installation abhimanyu managed the team very well i am impressed by the quality of product of project delivered by homelane also homelane accommodated small room space impressively the supportive and attentive behaviour of mr abhimanyu saraswat is highly appreciated i wish all the best to homelane team for their prospective assignment sharing few pictures of work carried out,share experience homelane team designer ashish jagwani project mangar abhimanyu saraswat choose homelane mixed feedback homelane installation abhimanyu manage team impress quality product project deliver homelane homelane accommodate small room space impressively supportive attentive behaviour abhimanyu saraswat highly appreciated wish good homelane team prospective assignment share picture work carry,Customer,0,0.9777,Positive,Design & Project Experience
HomeLane,5,Anuprekshaa Biswas,We wanted a simple design that doesnât need much maintenance and HomeLane team delivered. Quality is good and fits our budget. Totally worked for us.,151,we wanted a simple design that doesn t need much maintenance and homelane team delivered quality is good and fits our budget totally worked for us,want simple design doesn need maintenance homelane team deliver quality good fit budget totally work,Customer,0,0.4404,Positive,Design & Project Experience
